"","Name","Clay","Hard","Grass","Played"
"265","Dmitry Tursunov",0,0.25,0,6
"266","Tennys Sandgren",0.3,0.394736842105263,0.5,122
"267","Mitchell Krueger",0.5,0.294117647058824,0.25,23
"268","Stefano Travaglia",0.379310344827586,0.361702127659574,0.166666666666667,82
"269","Haydn Lewis",0,0.25,0,6
"270","Mikael Ymer",0.433333333333333,0.521276595744681,0.4,129
"271","Markus Eriksson",1,0.666666666666667,0,4
"272","Viktor Galovic",0.5,0,0,8
"273","Thiemo De Bakker",0.5,0.25,0,7
"274","Go Soeda",0,0.333333333333333,0,12
"275","Yaraslav Shyla",0,0.5,0,3
"276","Marco Chiudinelli",0,0.4,0,7
"277","Yannick Maden",0.444444444444444,0.357142857142857,0,25
"278","Liam Broady",0.25,0.470588235294118,0.333333333333333,33
"279","Ricardas Berankis",0.35,0.484210526315789,0.416666666666667,127
"280","Stefanos Tsitsipas",0.757281553398058,0.666666666666667,0.592592592592593,382
"281","Di Wu",0,0.222222222222222,0,11
"282","Filip Krajinovic",0.58,0.532374100719424,0.5,199
"283","Jurgen Zopp",0.555555555555556,0.285714285714286,0,16
"284","Dennis Novak",0.388888888888889,0.318181818181818,0.428571428571429,69
"285","Michael Mmoh",0.2,0.393939393939394,0,40
"286","Matteo Berrettini",0.696969696969697,0.565573770491803,0.846153846153846,227
"287","Ricardo Ojeda Lara",0.333333333333333,0.666666666666667,0,6
"288","Mackenzie Mcdonald",0.380952380952381,0.470588235294118,0.533333333333333,155
"289","Maximilian Marterer",0.378378378378378,0.333333333333333,0.25,81
"290","Lorenzo Sonego",0.506666666666667,0.434782608695652,0.615384615384615,193
"291","Jose Rubin Statham",0,0.375,0,10
"292","Daniel Elahi Galan",0.548387096774194,0.444444444444444,0.6,72
"293","Alejandro Gonzalez",0.333333333333333,0.5,0,7
"294","Cristian Rodriguez",0,1,0,1
"295","Jose Hernandez",0.2,0.666666666666667,0,8
"296","Joao Pedro Sorgi",0,0.333333333333333,0,3
"297","M Abid Ali Khan Akbar",0,0,1,2
"298","Edan Leshem",0.5,0.272727272727273,0,13
"299","Zsombor Piros",0.333333333333333,0.625,0,11
"300","Marc Andrea Huesler",0.416666666666667,0.566666666666667,0,44
"301","Pedja Krstin",0.6,0,0,5
"302","Duilio Beretta",1,0,0,1
"303","Juan Pablo Varillas",0.576923076923077,0.166666666666667,0,32
"304","Jorge Brian Panta Herreros",1,0,0,1
"305","Luis Diego Chavez Villalpando",1,0,0,1
"306","Karim Mohamed Maamoun",0,0.666666666666667,0,7
"307","Youssef Hossam",0,0.666666666666667,0,3
"308","Rodrigo Arus",0,1,0,1
"309","Lamine Ouahab",0.714285714285714,0,0,8
"310","Anthony Jackie Tang",0,1,0,1
"311","Skyler Butts",0,1,0,1
"312","Peter Bothwell",0,0.5,0,2
"313","Benjamin Hassan",0.8,0.666666666666667,0,14
"314","Hady Habib",0,0.857142857142857,0,10
"315","Chun Hsin Tseng",0,0.3,0,22
"316","Ti Chen",0,0.5,0,2
"317","John Bryan Decasa Otico",0,1,0,4
"318","Luis Patino",0,0.5,0,7
"319","Ugo Nastasi",0,0.5,0,2
"320","Bogdan Borza",0,1,0,1
"321","Kamil Majchrzak",0.357142857142857,0.488888888888889,0.285714285714286,66
"322","Hubert Hurkacz",0.5,0.583333333333333,0.608695652173913,227
"323","Sharmal Dissanayake",0.5,0,0,2
"324","Emil Ruusuvuori",0.375,0.563106796116505,0.454545454545455,139
"325","Benjamin Lock",0,0.833333333333333,0,7
"326","Takanyi Garanganga",0,0.2,0,5
"327","Sarp Agabigun",0,1,0,1
"328","Carlos Taberner",0.36,0.4,0,36
"329","Corentin Moutet",0.375,0.490909090909091,0.428571428571429,102
"330","Tallon Griekspoor",0.466666666666667,0.416666666666667,0.454545454545455,74
"331","Pablo Andujar",0.476923076923077,0.326086956521739,0.2,116
"332","Guilherme Clezar",0.333333333333333,0,0,5
"333","Felix Auger Aliassime",0.525423728813559,0.621468926553672,0.696969696969697,269
"334","Nicola Kuhn",0.25,0.333333333333333,0,12
"335","Jurgen Melzer",0,0.4,0,5
"336","Yshai Oliel",0.333333333333333,0.25,0,7
"337","Khumoun Sultanov",0,0,1,4
"338","Holger Rune",0.5,0.666666666666667,0,96
"339","Gerardo Lopez Villasenor",0.5,0.375,0,12
"340","Nicolas Alvarez",0.2,0.666666666666667,0,8
"341","Daniel Michalski",0,0.25,0,4
"342","Dragos Dima",0,1,0,2
"343","Edris Fetisleam",0,1,0,1
"344","Jeson Patrombon",0.25,0,0,7
"345","Palaphoom Kovapitukted",1,0.333333333333333,0,4
"346","Francisco Llanes",0.5,0,0,2
"347","Andrea Arnaboldi",0.5,0,0,4
"348","Alexey Vatutin",0.4,0,0,7
"349","Jaume Munar",0.494117647058824,0.310344827586207,0.111111111111111,152
"350","Matthias Bachinger",0.4,0.545454545454545,0,17
"351","Bernabe Zapata Miralles",0.423076923076923,0.277777777777778,0,47
"352","Federico Coria",0.533333333333333,0.230769230769231,0,88
"353","Filip Horansky",0.142857142857143,0.333333333333333,0,11
"354","Calvin Hemery",0.25,0,0,7
"355","Alex Bolt",0,0.366666666666667,0.25,38
"356","Rudolf Molleker",0.375,0,0.2,14
"357","Jay Clarke",0,0,0.166666666666667,13
"358","Bradley Klahn",0,0.28,0.333333333333333,33
"359","Jason Jung",0,0.272727272727273,0.444444444444444,32
"360","Christian Harrison",0,0.5,0.4,12
"361","Oriol Roca Batalla",0.5,0,0,2
"362","Daniel Masur",0.25,0,0,6
